排名,车名,销量,月份
127,领克08 EM-P,4371,01
128,极氪001,4359,01
129,理想L8,4325,01
130,理想L9,4312,01
131,雷凌,4309,01
132,魏牌 蓝山,4266,01
133,极氪7X,4192,01
134,凌渡,4151,01
135,皇冠陆放,4128,01
136,T-ROC探歌,4087,01
137,奔驰GLB,3959,01
138,凯迪拉克XT5,3866,01
139,海豹06GT,3819,01
140,捷途X90,3742,01
141,威朗,3530,01
142,丰田bZ3,3510,01
143,海狮05 DM-i,3476,01
144,途昂,3460,01
145,长安启源A07,3449,01
146,深蓝SL03,3445,01
147,瑞虎5x,3393,01
148,英仕派,3369,01
149,长安欧尚X7 PLUS,3270,01
150,风神L7,3268,01
151,豹5,3210,01
152,风云T9,3181,01
153,AION S,3153,01
154,北京越野BJ30,3104,01
155,途铠,3076,01
156,豪越L,3039,01
157,豹8,3009,01
158,五菱缤果PLUS,3002,01
159,瑞虎3x,3000,01
160,红旗HS3,2960,01
161,小鹏G6,2918,01
162,缤瑞,2905,01
163,五菱星光S,2873,01
164,吉利ICON,2827,01
165,夏,2794,01
166,锐界,2790,01
167,长安奔奔E-Star,2775,01
168,马自达CX-5,2732,01
169,北汽新能源EU,2711,01
170,AION RT,2686,01
171,蔚来ES6,2676,01
172,奥迪Q3,2670,01
173,一汽-大众CC,2647,01
174,大众ID.3,2623,01
175,海豹07 DM-i,2567,01
176,长安启源Q05,2565,01
177,奔腾B70,2541,01
178,马自达3 昂克赛拉,2539,01
179,君威,2523,01
180,奇骏,2466,01
181,坦克400新能源,2446,01
182,极狐 考拉,2431,01
183,揽巡,2423,01
184,沃尔沃S60,2393,01
185,五菱凯捷,2333,01
186,MG7,2321,01
187,领克07 EM-P,2301,01
188,高尔夫,2301,01
189,沃尔沃S90,2264,01
190,五菱星光,2229,01
191,阿维塔12,2226,01
192,坦克300,2219,01
193,极狐 阿尔法S5,2214,01
194,奥迪A7L,2200,01
195,北京越野BJ40,2081,01
196,捷达VS7,2078,01
197,红旗H6,2042,01
198,宝马i3,2001,01
199,AION V,1969,01
200,蔚来ET5T,1959,01
201,风云A8,1930,01
202,深蓝L07,1929,01
203,五菱宏光,1883,01
204,凌放HARRIER,1835,01
205,凡尔赛C5 X,1833,01
206,星途凌云,1809,01
207,海狮07 EV,1806,01
208,别克GL8新能源,1783,01
209,奥德赛,1779,01
210,传祺GS8,1750,01
211,北京现代ix35,1729,01
212,纳米01,1723,01
213,领睿,1714,01
214,eπ008,1713,01
215,长安启源A05,1706,01
216,智己LS6,1612,01
217,五菱之光,1608,01
218,小蚂蚁,1597,01
219,影豹,1546,01
220,红旗HS3 PHEV,1540,01
221,蓝电E5,1538,01
222,新海狮X30L,1523,01
223,长安欧尚Z6,1516,01
224,普拉多,1506,01
225,福瑞迪,1468,01
226,五菱星驰,1444,01
227,荣威D7,1392,01
228,艾瑞泽5,1391,01
229,哈弗H9,1383,01
230,宝马iX3,1383,01
231,五菱荣光,1376,01
232,荣威RX5,1371,01
233,212 T01,1351,01
234,宋L EV,1347,01
235,传祺E8新能源,1344,01
236,极狐 阿尔法T5,1336,01
237,eπ007,1307,01
238,蔚来EC6,1302,01
239,菱智,1294,01
240,捷达VA3,1292,01
241,锐胜王牌M7,1285,01
242,smart精灵#1,1282,01
243,科鲁泽,1268,01
244,智己L6,1245,01
245,极氪009,1240,01
246,捷途山海T1,1231,01
247,瑞虎9 C-DM,1226,01
248,传祺GS4,1220,01
249,航海家,1208,01
250,索纳塔,1204,01
251,知豆彩虹,1192,01
252,领克09,1190,01
253,iCAR 03,1175,01
254,岚图FREE,1163,01
255,探险者,1146,01
256,长安CS35PLUS,1135,01
257,长安UNI-K,1122,01
258,枫叶60s,1102,01
259,极氪007,1098,01
260,腾势Z9GT,1094,01
261,智界S7,1088,01
262,世纪,1085,01
263,银河E8,1054,01
264,逸动新能源,1050,01
265,小鹏G9,1039,01
266,奕炫,1038,01
267,别克E5,1032,01
268,ID.4 X,1020,01
269,皓瀚,1015,01
270,捷途山海L7,1008,01
271,欧拉好猫,1000,01
272,途胜,986,01
273,极氪X,953,01
274,五菱星辰,949,01
275,传祺M6,936,01
276,本田HR-V,934,01
277,亚洲狮,933,01
278,揽境,925,01
279,捷途自由者,921,01
280,零跑C01,918,01
281,标致408,911,01
282,问界M5,910,01
283,ID.4 CROZZ,889,01
284,蔚来ET5,889,01
285,宝马iX1,885,01
286,威然,884,01
287,狮铂拓界,855,01
288,欧诺S,850,01
289,凌派,843,01
290,瑞风M3,841,01
291,赛图斯,840,01
292,林肯Z,839,01
293,宝骏云海,830,01
294,威飒,822,01
295,QQ冰淇淋,819,01
296,库斯途,818,01
297,吉利几何A,816,01
298,奔驰A级,807,01
299,理想MEGA,807,01
300,艾力绅,802,01
301,小鹏X9,801,01
302,奥迪Q4 e-tron,800,01
303,奕跑,798,01
304,奔驰V级,748,01
305,阿维塔11,744,01
306,启辰D60,738,01
307,奔腾T77,730,01
308,大通G50,729,01
309,凯迪拉克XT4,727,01
310,凯翼昆仑,725,01
311,冠道,715,01
312,冒险家,708,01
313,小麒麟,700,01
314,坦克700新能源,690,01
315,金海狮,683,01
316,起亚K3,671,01
317,揽胜极光,662,01
318,岚图知音,656,01
319,享界S9,643,01
320,本田XR-V,637,01
321,探陆,637,01
322,威霆,627,01
323,红旗HQ9,623,01
324,沃尔沃XC60插电式混动,618,01
325,奔腾NAT,613,01
326,凯迪拉克XT6,608,01
327,星纪元 ET,603,01
328,奔驰GLA,600,01
329,启辰VX6,596,01
330,昊铂HT,592,01
331,微蓝6,584,01
332,瑶光C-DM,579,01
333,长安之星,555,01
334,红旗H9,554,01
335,凌宝BOX,543,01
336,福特烈马,543,01
337,锐程PLUS,541,01
338,哈弗M6,537,01
339,发现运动,530,01
340,海豹,528,01
341,荣威RX5新能源,527,01
342,速派,526,01
343,荣威i6 MAX新能源,522,01
344,皓极,512,01
345,极石01,502,01
346,深蓝G318,499,01
347,马自达EZ-6,498,01
348,马自达CX-50行也,496,01
349,本田UR-V,492,01
350,锐际,491,01
351,腾势Z9,491,01
352,骐达TIIDA,487,01
353,红旗天工08,479,01
354,领克Z10,477,01
355,传祺E9,473,01
356,长安UNI-V 智电iDD,472,01
357,缤智,463,01
358,星海S7,461,01
359,瑞虎7 PLUS新能源,459,01
360,奥迪Q5L Sportback,458,01
361,宝马i5,452,01
362,红旗HS7 PHEV,451,01
363,启辰D60EV,450,01
364,蔚来ES8,446,01
365,红旗HS7,429,01
366,捷达VA7,420,01
367,领克01,419,01
368,奥迪Q6,400,01
369,探岳X,398,01
370,荣威Ei5,388,01
371,比亚迪e2,388,01
372,凯迪拉克CT6,383,01
373,炫界Pro,374,01
374,魏牌 高山,371,01
375,启辰大V,367,01
376,大通G10,360,01
377,奥迪Q2L,353,01
378,捷途山海L6,352,01
379,五菱之光新能源,351,01
380,马自达CX-30,339,01
381,领克09 EM-P,339,01
382,飞度,339,01
383,瑞虎8 PLUS 鲲鹏e+,338,01
384,蔚来ES7,330,01
385,沃尔沃XC40,329,01
386,柯米克,328,01
387,星途揽月,319,01
388,曹操60,317,01
389,风云T10,311,01
390,秦新能源,308,01
391,红旗HQ9 PHEV,304,01
392,新海狮EV,300,01
393,领克06 EM-P,299,01
394,北京越野BJ60,299,01
395,哈弗二代大狗新能源,299,01
396,smart精灵#3,293,01
397,嘉际,292,01
398,宝骏悦也Plus,281,01
399,瑞风E3,279,01
400,哈弗H5,274,01
401,宝骏悦也,273,01
402,启辰大V DD-i,266,01
403,smart精灵#5,266,01
404,长安UNI-T,261,01
405,仰望U8,260,01
406,宝骏云朵,260,01
407,帕萨特新能源,259,01
408,奔驰EQB,259,01
409,长安欧尚Z6新能源,255,01
410,东风风神E70,251,01
411,北京X7,250,01
412,奔腾T90,248,01
413,MG ES5,246,01
414,飞凡F7,245,01
415,小鹏P7,243,01
416,沃尔沃S90插电式混动,239,01
417,蔚来ET7,239,01
418,护卫舰07,238,01
419,星海V9,238,01
420,凌尚,236,01
421,捷豹XEL,228,01
422,雅阁新能源,222,01
423,传祺ES9,222,01
424,胜达,218,01
425,创维HT-i,218,01
426,起亚K5,214,01
427,探界者,210,01
428,皓影新能源,209,01
429,魏牌 摩卡新能源,209,01
430,长安启源E07,208,01
431,星途瑶光,203,01
432,奥迪Q5 e-tron,200,01
433,荣威D5X DMH,198,01
434,江淮QX PHEV,197,01
435,奥迪Q3 Sportback,191,01
436,风行T5 EVO,189,01
437,昂科旗,187,01
438,大家9,186,01
439,飞行家,180,01
440,奔驰EQE SUV,179,01
441,风云T8,177,01
442,捷豹XFL,175,01
443,钇为3,171,01
444,创维EV6,168,01
445,帕拉丁,157,01
446,奔驰EQA,155,01
447,捷途山海L9,155,01
448,坦克500,154,01
449,奔驰EQE,153,01
450,吉利几何E萤火虫,152,01
451,荣威iMAX8新能源,151,01
452,易至EV3,150,01
453,星纪元 ES,147,01
454,红旗EH7,145,01
455,沃尔沃EX30,139,01
456,天逸 C5 AIRCROSS,138,01
457,e爱丽舍,137,01
458,智己LS7,137,01
459,凌宝uni,136,01
460,昊铂GT,135,01
461,大蚂蚁,134,01
462,标致508,132,01
463,勇士,132,01
464,风行T5,131,01
465,睿蓝7,129,01
466,艾瑞泽e,127,01
467,LIFE,125,01
468,智跑,121,01
469,标致4008,121,01
470,岚图追光,119,01
471,劲客,118,01
472,英菲尼迪QX60,118,01
473,e:NP2 极湃2,116,01
474,花仙子,114,01
475,睿蓝8,113,01
476,翼真L380,112,01
477,风光380,111,01
478,嘉华,110,01
479,蔚来EC7,110,01
480,腾势N7,109,01
481,风行S50EV,106,01
482,起亚EV5,103,01
483,领裕,102,01
484,星瑞L,101,01
485,羿,100,01
486,极氪MIX,100,01
487,柯迪亚克,99,01
488,探界者Plus,98,01
489,柯珞克,95,01
490,领途M8,95,01
491,大家7,94,01
492,荣威iMAX8,90,01
493,瑞风RF8 PHEV,88,01
494,凯翼拾月,87,01
495,江淮X8 PLUS,87,01
496,枫叶80v,83,01
497,沃尔沃EM90,83,01
498,爱跑,83,01
499,飞凡R7,76,01
500,奔腾M9,74,01
501,铂智4X,72,01
502,富康ES600,70,01
503,元宝,70,01
504,星途追风,69,01
505,绅宝D50,67,01
506,ZR-V 致在,65,01
507,红旗国雅,65,01
508,Polo,64,01
509,轩度EV,64,01
510,标致5008,62,01
511,别克E4,62,01
512,英仕派新能源,61,01
513,MG ONE,58,01
514,宝骏KiWi EV,57,01
515,Polestar 4,56,01
516,哪吒X,55,01
517,明锐,52,01
518,标致408X,50,01
519,红旗E-HS9,48,01
520,江淮X8 E家,47,01
521,炫界Pro EV,44,01
522,比亚迪e3,42,01
523,风行游艇,41,01
524,欧拉闪电猫,40,01
525,IQ锐歌,39,01
526,启辰星,38,01
527,雷丁芒果,38,01
528,大家5,38,01
529,MG6,37,01
530,风光330,36,01
531,极狐 阿尔法S,36,01
532,SWM斯威大虎,36,01
533,哪吒L,36,01
534,大通G90,35,01
535,长安UNI-K 智电iDD,33,01
536,比亚迪e6,33,01
537,SWM斯威G05,32,01
538,IQ傲歌,31,01
539,红旗天工05,31,01
540,迈锐宝XL,30,01
541,捷豹E-PACE,30,01
542,欧拉芭蕾猫,30,01
543,大通G70,30,01
544,迈腾GTE插电混动,29,01
545,英菲尼迪QX50,28,01
546,菱智新能源,27,01
547,仰望U9,26,01
548,MG4 EV,25,01
549,灵悉L,25,01
550,VGV U70,23,01
551,智己L7,23,01
552,哈弗枭龙MAX,22,01
553,瑞风RF8,22,01
554,森雅R7,20,01
555,风光S560,20,01
556,丰田C-HR,20,01
557,风行雷霆,20,01
558,本田CR-V新能源,19,01
559,索奈,19,01
560,威兰达新能源,18,01
561,MG Cyberster,16,01
562,影酷,16,01
563,哪吒S,15,01
564,本田e:NS1,15,01
565,悦01,15,01
566,宝马2系,15,01
567,风光MINIEV,14,01
568,魔方,14,01
569,帝豪L HiP,14,01
570,五菱宏光新能源,14,01
571,开拓者,13,01
572,五菱荣光EV,13,01
573,比亚迪D1,13,01
574,途安,12,01
575,途睿欧,12,01
576,昂科拉GX,12,01
577,宝马5系新能源,11,01
578,途观L新能源,11,01
579,畅巡,11,01
580,福特电马,11,01
581,五菱佳辰,11,01
582,星迈罗,11,01
583,红旗国耀,10,01
584,红旗国礼,9,01
585,宝骏RS-3,9,01
586,ID.6 CROZZ,9,01
587,ARIYA艾睿雅,9,01
588,逸达,9,01
589,大众ID.7 VIZZION,9,01
590,领克05,8,01
591,风光E3,8,01
592,SWM斯威G01,7,01
593,风光E380,7,01
594,猎光e:NS2,6,01
595,焕驰,5,01
596,雪铁龙C6,4,01
597,AION LX,4,01
598,宝马X2,4,01
599,昂扬,4,01
600,领地,4,01
601,哪吒GT,4,01
602,创酷,3,01
603,奕泽IZOA,3,01
604,凯迪拉克CT4,3,01
605,北京越野BJ80,2,01
606,宝骏510,2,01
607,宝骏RC-5,2,01
608,风光500,2,01
609,沃尔沃XC40新能源,2,01
610,沃尔沃C40,2,01
611,YARiS L 致炫,1,01
612,标致2008,1,01
613,宝马X1新能源,1,01
614,宋MAX新能源,1,01
615,探岳GTE插电混动,1,01
616,荣威RX9,1,01
617,探影,1,01
618,微蓝7,1,01
619,名图新能源,1,01
620,元Pro,1,01
621,吉利几何G6,1,01
622,长安CS75 PLUS 智电iDD,1,01
